"Season","Sector","Category","Crop","QueryType","StateName","DistrictName","BlockName","CreatedOn"
"0","AGRICULTURE","Others","Others","Weather","TAMILNADU","COIMBATORE","SULUR","2019-01-01T07:01:21.86"
"0","HORTICULTURE","Vegetables","Onion","Seeds and Planting Material","TAMILNADU","COIMBATORE","ANNUR","2019-01-01T09:49:39.34"
"0","HORTICULTURE","Plantation Crops","Sandal Wood","Seeds and Planting Material","TAMILNADU","COIMBATORE","KINATHUKADAVU","2019-01-01T10:24:41.787"
"0","HORTICULTURE","Fruits","Banana","	Plant Protection	","TAMILNADU","COIMBATORE","ANNUR","2019-01-01T11:18:11.013"
"0","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","TAMILNADU","COIMBATORE","KINATHUKADAVU","2019-01-01T11:36:02.94"
"0","AGRICULTURE","Others","Others","Market Information","TAMILNADU","COIMBATORE","SULTANPET","2019-01-01T11:45:37.217"
"0","AGRICULTURE","Others","Others","Weather","TAMILNADU","COIMBATORE","POLLACHI NORTH","2019-01-01T13:17:24.33"
"0","HORTICULTURE","Fruits","Banana","	Plant Protection	","TAMILNADU","COIMBATORE","GUDIMANGALAM","2019-01-01T13:23:57.597"
"0","HORTICULTURE","Plantation Crops","Coconut","	Plant Protection	","TAMILNADU","COIMBATORE","SULUR","2019-01-01T14:49:04.463"
"0","HORTICULTURE","Condiments and Spices","Nutmeg","Seeds and Planting Material","TAMILNADU","COIMBATORE","KINATHUKADAVU","2019-01-01T16:41:55.15"
"0","AGRICULTURE","Others","Others","Market Information","TAMILNADU","COIMBATORE","POLLACHI NORTH","2019-01-01T16:43:30.78"
"0","AGRICULTURE","Others","0","Weather","TAMILNADU","COIMBATORE","THONDAMUTHUR","2019-01-01T17:03:32.033"
"0","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","Varieties","TAMILNADU","COIMBATORE","TIRUPPUR","2019-01-01T17:58:37.107"
"0","HORTICULTURE","Vegetables","Onion","	Plant Protection	","TAMILNADU","COIMBATORE","UDUMALAIPETTAI","2019-01-01T19:29:51.04"
"0","AGRICULTURE","Others","Others","Training and Exposure Visits","TAMILNADU","COIMBATORE","SULUR","2019-01-02T09:00:34.827"
"0","HORTICULTURE","Fruits","Banana","Fertilizer Use and Availability","TAMILNADU","COIMBATORE","ANAMALAI","2019-01-02T10:55:33.187"
"0","HORTICULTURE","Plantation Crops","Coconut","Seeds and Planting Material","TAMILNADU","COIMBATORE","ANNUR","2019-01-02T12:46:30.667"
"0","AGRICULTURE","Others","Others","Soil Health Card","TAMILNADU","COIMBATORE","SULUR","2019-01-02T13:36:47.633"
"0","AGRICULTURE","Others","Others","Weather","TAMILNADU","COIMBATORE","SULUR","2019-01-02T14:14:09.02"
"0","FISHERIES","Inland","Fresh Water","Tank, Pond and Reservoir Management","TAMILNADU","COIMBATORE","SULUR","2019-01-02T14:20:45.95"
"0","AGRICULTURE","Others","Others","Weather","TAMILNADU","COIMBATORE","SULUR","2019-01-02T14:32:58.9"
"0","HORTICULTURE","Plantation Crops","Coconut","	Plant Protection	","TAMILNADU","COIMBATORE","KARAMADAI","2019-01-02T15:14:26.66"
"0","HORTICULTURE","Plantation Crops","Coconut","Seeds and Planting Material","TAMILNADU","COIMBATORE","ANNUR","2019-01-02T15:47:15.693"
"0","HORTICULTURE","Vegetables","Ash Gourd (Petha)","Weather","TAMILNADU","COIMBATORE","POLLACHI SOUTH","2019-01-02T16:21:11.92"
"0","HORTICULTURE","Plantation Crops","Coconut","	Plant Protection	","TAMILNADU","COIMBATORE","PERIYANAYAKKANPALAYAM","2019-01-02T16:27:47.417"
