"Season","Sector","Category","Crop","QueryType","StateName","DistrictName","BlockName","CreatedOn"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-01T10:56:04.82"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-01T10:57:30.01"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","NADALA","2019-01-01T11:55:15.643"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-01T12:52:21.977"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-01T13:49:39.123"
"0","AGRICULTURE","Cereals","Wheat","Varieties","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-01T14:34:12.017"
"0","AGRICULTURE","Cereals","Wheat","Nutrient Management","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-01T14:34:42.75"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","NADALA","2019-01-01T14:35:12.047"
"0","AGRICULTURE","Fodder Crops","Barseem","Nutrient Management","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-01T17:22:00.713"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","DHILWAN","2019-01-01T18:35:40.223"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-01T20:35:22.807"
"0","AGRICULTURE","Cereals","Wheat","Weed Management","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-02T08:05:35.623"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T09:33:09.07"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-02T10:38:01.357"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-02T10:58:45.367"
"0","AGRICULTURE","Cereals","Wheat","	Plant Protection	","PUNJAB","KAPURTHALA","NADALA","2019-01-02T11:54:12"
"0","AGRICULTURE","Cereals","Wheat","Weed Management","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T12:12:35.453"
"0","AGRICULTURE","Cereals","Wheat","Weed Management","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T12:12:53.473"
"0","AGRICULTURE","Others","0","Weather","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T12:13:14.02"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","NADALA","2019-01-02T12:13:17.233"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-02T12:31:43.027"
"0","AGRICULTURE","Others","0","Weather","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T12:41:34.807"
"0","AGRICULTURE","Cereals","Wheat","Cultural Practices","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T14:19:44.953"
"0","AGRICULTURE","Cereals","Wheat","Cultural Practices","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-02T14:26:47.503"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-02T17:28:40.2"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-02T17:29:37.673"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","KAPURTHALA","2019-01-02T19:30:54.38"
"0","HORTICULTURE","Vegetables","Cucumber","	Plant Protection	","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-02T20:04:09.013"
"0","AGRICULTURE","Others","0","Weather","PUNJAB","KAPURTHALA","SULTANPUR LODHI","2019-01-02T20:23:51.53"
"0","AGRICULTURE","Others","Others","Weather","PUNJAB","KAPURTHALA","PHAGWARA","2019-01-03T09:34:29.587"
